display_name,version,kind,code_count,trigger_count,codes_sha256
Acute Flaccid Myelitis Reporting Specification Grouper,20260731,rsg,37,0,724dc9f769075d79
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20241008,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20250328,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20250829,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20250829,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20250829,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20260327,rsg,9,8,bc4ddadbcc511ef8
Agricultural Chemicals (Fertilizer) Poisoning Reporting Specification Grouper,20260731,rsg,10,10,28d1f950b08c4376
Alpha-gal Syndrome Reporting Specification Grouper,20241008,rsg,10,10,fae5f3a3da1ee8e6
Alpha-gal Syndrome Reporting Specification Grouper,20250328,rsg,10,10,fae5f3a3da1ee8e6
Alpha-gal Syndrome Reporting Specification Grouper,20250829,rsg,10,10,fae5f3a3da1ee8e6
Alpha-gal Syndrome Reporting Specification Grouper,20250829,rsg,10,10,fae5f3a3da1ee8e6
Alpha-gal Syndrome Reporting Specification Grouper,20250829,rsg,10,10,fae5f3a3da1ee8e6
Alpha-gal Syndrome Reporting Specification Grouper,20260327,rsg,13,13,f8e5905132f803a0
Alpha-gal Syndrome Reporting Specification Grouper,20260731,rsg,13,13,f8e5905132f803a0
Amebiasis Reporting Specification Grouper,20241008,rsg,496,84,913380e8d37ef20c
Amebiasis Reporting Specification Grouper,20250328,rsg,520,89,8065cbca27016f7b
Amebiasis Reporting Specification Grouper,20250829,rsg,520,89,8065cbca27016f7b
Amebiasis Reporting Specification Grouper,20250829,rsg,520,89,8065cbca27016f7b
Amebiasis Reporting Specification Grouper,20250829,rsg,520,89,8065cbca27016f7b
Amebiasis Reporting Specification Grouper,20260327,rsg,524,90,0bfcdcd5c0e26160
Amebiasis Reporting Specification Grouper,20260731,rsg,524,90,0bfcdcd5c0e26160
Anaplasmosis Additional Context Clinical Lab Result Codes,2.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Clinical Lab Result Codes,3.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Clinical Lab Result Codes,4.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Clinical Lab Result Codes,5.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Clinical Lab Result Codes,6.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Clinical Lab Result Codes,7.0.0,acg,7,0,57ae0449fb0ab1f1
Anaplasmosis Additional Context Diagnosis Codes,2.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Diagnosis Codes,3.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Diagnosis Codes,4.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Diagnosis Codes,5.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Diagnosis Codes,6.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Diagnosis Codes,7.0.0,acg,9,0,2b5a45a2cec16ca1
Anaplasmosis Additional Context Medication Codes,2.0.0,acg,564,0,b9d5923fb74ff17b
Anaplasmosis Additional Context Medication Codes,3.0.0,acg,564,0,b9d5923fb74ff17b
Anaplasmosis Additional Context Medication Codes,4.0.0,acg,512,0,5e70c0827843361d
Anaplasmosis Additional Context Medication Codes,5.0.0,acg,512,0,5e70c0827843361d
Anaplasmosis Additional Context Medication Codes,6.0.0,acg,564,0,b9d5923fb74ff17b
Anaplasmosis Additional Context Medication Codes,7.0.0,acg,564,0,b9d5923fb74ff17b
Anaplasmosis Additional Context Symptom Codes,2.0.0,acg,59,0,5399295e08866d3d
Anaplasmosis Additional Context Symptom Codes,3.0.0,acg,59,0,5399295e08866d3d
Anaplasmosis Additional Context Symptom Codes,4.0.0,acg,58,0,2836bd62f576831e
Anaplasmosis Additional Context Symptom Codes,5.0.0,acg,58,0,2836bd62f576831e
Anaplasmosis Additional Context Symptom Codes,6.0.0,acg,59,0,5399295e08866d3d
Anaplasmosis Additional Context Symptom Codes,7.0.0,acg,59,0,5399295e08866d3d
Anaplasmosis Reporting Specification Grouper,20241008,rsg,939,42,bf0740fd2943443d
Anaplasmosis Reporting Specification Grouper,20250328,rsg,960,42,4a39175eb4f37118
Anaplasmosis Reporting Specification Grouper,20250829,rsg,960,42,4a39175eb4f37118
Anaplasmosis Reporting Specification Grouper,20250829,rsg,960,42,4a39175eb4f37118
Anaplasmosis Reporting Specification Grouper,20250829,rsg,960,42,4a39175eb4f37118
Anaplasmosis Reporting Specification Grouper,20260327,rsg,966,42,1473e1c12f40e138
Anaplasmosis Reporting Specification Grouper,20260731,rsg,966,42,1473e1c12f40e138
Anencephaly Reporting Specification Grouper,20241008,rsg,26,16,d84131c15651465d
Anencephaly Reporting Specification Grouper,20250328,rsg,28,16,0957433b4fe206a3
Anencephaly Reporting Specification Grouper,20250829,rsg,27,16,67c5a04bc8464c57
Anencephaly Reporting Specification Grouper,20250829,rsg,27,16,67c5a04bc8464c57
Anencephaly Reporting Specification Grouper,20250829,rsg,27,16,67c5a04bc8464c57
Anencephaly Reporting Specification Grouper,20260327,rsg,27,16,67c5a04bc8464c57
Anencephaly Reporting Specification Grouper,20260731,rsg,16,16,5e7baa4c5e56ac9d
Angiostrongyliasis Reporting Specification Grouper,20241008,rsg,73,17,3d80eee5030afe7b
Angiostrongyliasis Reporting Specification Grouper,20250328,rsg,73,17,3d80eee5030afe7b
Angiostrongyliasis Reporting Specification Grouper,20250829,rsg,73,17,3d80eee5030afe7b
Angiostrongyliasis Reporting Specification Grouper,20250829,rsg,73,17,3d80eee5030afe7b
Angiostrongyliasis Reporting Specification Grouper,20250829,rsg,73,17,3d80eee5030afe7b
Angiostrongyliasis Reporting Specification Grouper,20260327,rsg,74,17,5550c30d2be09d0d
Angiostrongyliasis Reporting Specification Grouper,20260731,rsg,74,17,5550c30d2be09d0d
Animal Bite Injury Reporting Specification Grouper,20241008,rsg,589,589,bf7af2b3f548e33b
Animal Bite Injury Reporting Specification Grouper,20250328,rsg,589,589,bf7af2b3f548e33b
Animal Bite Injury Reporting Specification Grouper,20250829,rsg,589,589,bf7af2b3f548e33b
Animal Bite Injury Reporting Specification Grouper,20250829,rsg,589,589,bf7af2b3f548e33b
Animal Bite Injury Reporting Specification Grouper,20250829,rsg,589,589,bf7af2b3f548e33b
Animal Bite Injury Reporting Specification Grouper,20260327,rsg,674,674,77247a985ac18837
Animal Bite Injury Reporting Specification Grouper,20260731,rsg,696,676,b9661adc59bb57bd
Anophthalmia Reporting Specification Grouper,20250328,rsg,11,7,1d10c5641f3f2669
Anophthalmia Reporting Specification Grouper,20250829,rsg,11,7,1d10c5641f3f2669
Anophthalmia Reporting Specification Grouper,20250829,rsg,11,7,1d10c5641f3f2669
Anophthalmia Reporting Specification Grouper,20250829,rsg,11,7,1d10c5641f3f2669
Anophthalmia Reporting Specification Grouper,20260327,rsg,11,7,1d10c5641f3f2669
Anophthalmia Reporting Specification Grouper,20260731,rsg,10,10,059a3b358bcd37a6
Anotia Reporting Specification Grouper,20250328,rsg,2,2,932db698a750e722
Anotia Reporting Specification Grouper,20250829,rsg,2,2,932db698a750e722
Anotia Reporting Specification Grouper,20250829,rsg,2,2,932db698a750e722
Anotia Reporting Specification Grouper,20250829,rsg,2,2,932db698a750e722
Anotia Reporting Specification Grouper,20260327,rsg,2,2,932db698a750e722
Anotia Reporting Specification Grouper,20260731,rsg,12,12,517d81b2e378924f
Anthrax Additional Context Immunization Codes,2.0.0,acg,13,0,d6d8e5b450170093
Anthrax Additional Context Immunization Codes,3.0.0,acg,13,0,d6d8e5b450170093
Anthrax Additional Context Immunization Codes,4.0.0,acg,8,0,57095b8cc6ae2cf5
Anthrax Additional Context Immunization Codes,5.0.0,acg,8,0,57095b8cc6ae2cf5
Anthrax Additional Context Immunization Codes,6.0.0,acg,13,0,d6d8e5b450170093
Anthrax Additional Context Immunization Codes,7.0.0,acg,13,0,d6d8e5b450170093
Anthrax Additional Context Medication Codes,2.0.0,acg,3176,0,ad920e331ca98065
Anthrax Additional Context Medication Codes,3.0.0,acg,3176,0,ad920e331ca98065
Anthrax Additional Context Medication Codes,4.0.0,acg,2905,0,1bd6fd134f18d002
Anthrax Additional Context Medication Codes,5.0.0,acg,2905,0,1bd6fd134f18d002
Anthrax Additional Context Medication Codes,6.0.0,acg,3176,0,ad920e331ca98065
Anthrax Additional Context Medication Codes,7.0.0,acg,3176,0,ad920e331ca98065
Anthrax Reporting Specification Grouper,20241008,rsg,1272,68,5e8adc5ebbc5b81c
Anthrax Reporting Specification Grouper,20250328,rsg,1875,68,583b2cab03d7d6d6
Anthrax Reporting Specification Grouper,20250829,rsg,1898,69,9e0b852c8e651035
Anthrax Reporting Specification Grouper,20250829,rsg,1898,69,9e0b852c8e651035
Anthrax Reporting Specification Grouper,20250829,rsg,1898,69,9e0b852c8e651035
Anthrax Reporting Specification Grouper,20260327,rsg,1901,69,192b165084c0e62b
Anthrax Reporting Specification Grouper,20260731,rsg,1901,69,192b165084c0e62b
Aortic valve stenosis Reporting Specification Grouper,20250328,rsg,16,3,760d9ef21b16943e
Aortic valve stenosis Reporting Specification Grouper,20250829,rsg,16,3,760d9ef21b16943e
Aortic valve stenosis Reporting Specification Grouper,20250829,rsg,16,3,760d9ef21b16943e
Aortic valve stenosis Reporting Specification Grouper,20250829,rsg,16,3,760d9ef21b16943e
Aortic valve stenosis Reporting Specification Grouper,20260327,rsg,16,3,760d9ef21b16943e
Aortic valve stenosis Reporting Specification Grouper,20260731,rsg,4,4,acce1107416085f6
Arboviral Disease [Other] Reporting Specification Grouper,20241008,rsg,711,213,a361bb90408df180
Arboviral Disease [Other] Reporting Specification Grouper,20250328,rsg,730,213,7ecdcb067f5618b9
Arboviral Disease [Other] Reporting Specification Grouper,20250829,rsg,748,231,a69a0c5c8a87d9c6
Arboviral Disease [Other] Reporting Specification Grouper,20250829,rsg,748,231,a69a0c5c8a87d9c6
Arboviral Disease [Other] Reporting Specification Grouper,20250829,rsg,748,231,a69a0c5c8a87d9c6
Arboviral Disease [Other] Reporting Specification Grouper,20260327,rsg,751,231,00dadbd74feefff5
Arboviral Disease [Other] Reporting Specification Grouper,20260731,rsg,762,242,34c7b579674cff4b
Arsenic Exposure and Toxicity Reporting Specification Grouper,20241008,rsg,130,53,9e96d0e3e469d6ed
Arsenic Exposure and Toxicity Reporting Specification Grouper,20250328,rsg,130,53,9e96d0e3e469d6ed
Arsenic Exposure and Toxicity Reporting Specification Grouper,20250829,rsg,132,53,37e8322140b441f4
Arsenic Exposure and Toxicity Reporting Specification Grouper,20250829,rsg,132,53,37e8322140b441f4
Arsenic Exposure and Toxicity Reporting Specification Grouper,20250829,rsg,132,53,37e8322140b441f4
Arsenic Exposure and Toxicity Reporting Specification Grouper,20260327,rsg,139,60,efbc102688f5cf68
Arsenic Exposure and Toxicity Reporting Specification Grouper,20260731,rsg,139,60,efbc102688f5cf68
Asbestosis Reporting Specification Grouper,20241008,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20250328,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20250829,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20250829,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20250829,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20260327,rsg,9,9,6176b3591682d0d9
Asbestosis Reporting Specification Grouper,20260731,rsg,9,9,6176b3591682d0d9
Atrial septal defect Reporting Specification Grouper,20250328,rsg,36,11,386dfd78d72cbc6c
Atrial septal defect Reporting Specification Grouper,20250829,rsg,36,11,386dfd78d72cbc6c
Atrial septal defect Reporting Specification Grouper,20250829,rsg,36,11,386dfd78d72cbc6c
Atrial septal defect Reporting Specification Grouper,20250829,rsg,36,11,386dfd78d72cbc6c
Atrial septal defect Reporting Specification Grouper,20260327,rsg,36,11,386dfd78d72cbc6c
Atrial septal defect Reporting Specification Grouper,20260731,rsg,11,11,25362a4e781ae1c6
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20241008,rsg,79,68,427ee7ebe97ed755
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20250328,rsg,79,68,427ee7ebe97ed755
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20250829,rsg,81,68,0e6b9db172b3b90b
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20250829,rsg,81,68,0e6b9db172b3b90b
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20250829,rsg,81,68,0e6b9db172b3b90b
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20260327,rsg,81,68,0e6b9db172b3b90b
Atrioventricular septal defect (Endocardial cushion defect) Reporting Specification Grouper,20260731,rsg,70,69,d228d3f10ed4a2a6
Babesiosis Additional Context Clinical Lab Result Codes,2.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Clinical Lab Result Codes,3.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Clinical Lab Result Codes,4.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Clinical Lab Result Codes,5.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Clinical Lab Result Codes,6.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Clinical Lab Result Codes,7.0.0,acg,3,0,f83ad1608310c126
Babesiosis Additional Context Medication Codes,2.0.0,acg,322,0,2e6885665331e93e
Babesiosis Additional Context Medication Codes,3.0.0,acg,322,0,2e6885665331e93e
Babesiosis Additional Context Medication Codes,4.0.0,acg,302,0,fc5933f9a0f31c86
Babesiosis Additional Context Medication Codes,5.0.0,acg,302,0,fc5933f9a0f31c86
Babesiosis Additional Context Medication Codes,6.0.0,acg,322,0,2e6885665331e93e
Babesiosis Additional Context Medication Codes,7.0.0,acg,322,0,2e6885665331e93e
Babesiosis Additional Context Specimen Source Codes,2.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Specimen Source Codes,3.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Specimen Source Codes,4.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Specimen Source Codes,5.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Specimen Source Codes,6.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Specimen Source Codes,7.0.0,acg,1,0,dac0c2aca13a00e9
Babesiosis Additional Context Symptom Codes,2.0.0,acg,33,0,d5892135e03e109c
Babesiosis Additional Context Symptom Codes,3.0.0,acg,33,0,d5892135e03e109c
Babesiosis Additional Context Symptom Codes,4.0.0,acg,31,0,f045664f312ebf84
Babesiosis Additional Context Symptom Codes,5.0.0,acg,31,0,f045664f312ebf84
Babesiosis Additional Context Symptom Codes,6.0.0,acg,33,0,d5892135e03e109c
Babesiosis Additional Context Symptom Codes,7.0.0,acg,33,0,d5892135e03e109c
Babesiosis Reporting Specification Grouper,20241008,rsg,640,108,5d14ffcea43cc583
Babesiosis Reporting Specification Grouper,20250328,rsg,640,108,5d14ffcea43cc583
Babesiosis Reporting Specification Grouper,20250829,rsg,641,109,d611658f19dcb04b
Babesiosis Reporting Specification Grouper,20250829,rsg,641,109,d611658f19dcb04b
Babesiosis Reporting Specification Grouper,20250829,rsg,641,109,d611658f19dcb04b
Babesiosis Reporting Specification Grouper,20260327,rsg,645,109,1be84a5b8b9c99eb
Babesiosis Reporting Specification Grouper,20260731,rsg,650,114,a879465ec5e964c4
Balamuthia mandrillaris Disease Reporting Specification Grouper,20241008,rsg,864,5,5731dc6cfcb47fb5
Balamuthia mandrillaris Disease Reporting Specification Grouper,20250328,rsg,883,5,ec4707286f5fbf2d
Balamuthia mandrillaris Disease Reporting Specification Grouper,20250829,rsg,1178,5,17378a96dcaafc94
Balamuthia mandrillaris Disease Reporting Specification Grouper,20250829,rsg,1178,5,17378a96dcaafc94
Balamuthia mandrillaris Disease Reporting Specification Grouper,20250829,rsg,1178,5,17378a96dcaafc94
Balamuthia mandrillaris Disease Reporting Specification Grouper,20260327,rsg,1184,5,d430b2bd75adbd82
Balamuthia mandrillaris Disease Reporting Specification Grouper,20260731,rsg,1196,5,ee1ed725f9561227
Bartonellosis Reporting Specification Grouper,20241008,rsg,1397,163,ecfc37a1c3b6ff37
Bartonellosis Reporting Specification Grouper,20250328,rsg,1425,164,65e3d385c21b9004
Bartonellosis Reporting Specification Grouper,20250829,rsg,1425,164,65e3d385c21b9004
Bartonellosis Reporting Specification Grouper,20250829,rsg,1425,164,65e3d385c21b9004
Bartonellosis Reporting Specification Grouper,20250829,rsg,1425,164,65e3d385c21b9004
Bartonellosis Reporting Specification Grouper,20260327,rsg,1431,164,8f13be7d7e9a0dc6
Bartonellosis Reporting Specification Grouper,20260731,rsg,1431,164,8f13be7d7e9a0dc6
Baylisascariasis Reporting Specification Grouper,20241008,rsg,506,6,a79fd4a70fddec80
Baylisascariasis Reporting Specification Grouper,20250328,rsg,511,7,a78e04492ea87f8e
Baylisascariasis Reporting Specification Grouper,20250829,rsg,511,7,a78e04492ea87f8e
Baylisascariasis Reporting Specification Grouper,20250829,rsg,511,7,a78e04492ea87f8e
Baylisascariasis Reporting Specification Grouper,20250829,rsg,511,7,a78e04492ea87f8e
Baylisascariasis Reporting Specification Grouper,20260327,rsg,515,7,0e9555365c531651
Baylisascariasis Reporting Specification Grouper,20260731,rsg,515,7,0e9555365c531651
Biliary Atresia Reporting Specification Grouper,20250829,rsg,4,4,f03be434448771c0
Biliary Atresia Reporting Specification Grouper,20250829,rsg,4,4,f03be434448771c0
Biliary Atresia Reporting Specification Grouper,20250829,rsg,4,4,f03be434448771c0
Biliary Atresia Reporting Specification Grouper,20260327,rsg,4,4,f03be434448771c0
Biliary Atresia Reporting Specification Grouper,20260731,rsg,13,13,d46fcc00cdaf5af7
Bladder Exstrophy Reporting Specification Grouper,20250328,rsg,4,4,38ab68f986908271
Bladder Exstrophy Reporting Specification Grouper,20250829,rsg,4,4,38ab68f986908271
Bladder Exstrophy Reporting Specification Grouper,20250829,rsg,4,4,38ab68f986908271
Bladder Exstrophy Reporting Specification Grouper,20250829,rsg,4,4,38ab68f986908271
Bladder Exstrophy Reporting Specification Grouper,20260327,rsg,4,4,38ab68f986908271
Bladder Exstrophy Reporting Specification Grouper,20260731,rsg,6,6,fa95e2e0bf1c3905
Blastomycosis Reporting Specification Grouper,20241008,rsg,934,84,916e2949f6491764
Blastomycosis Reporting Specification Grouper,20250328,rsg,954,85,893ff7e35834f6e9
Blastomycosis Reporting Specification Grouper,20250829,rsg,955,85,743b6eb85944db4f
Blastomycosis Reporting Specification Grouper,20250829,rsg,955,85,743b6eb85944db4f
Blastomycosis Reporting Specification Grouper,20250829,rsg,955,85,743b6eb85944db4f
Blastomycosis Reporting Specification Grouper,20260327,rsg,964,87,e9bd2a7c4a4dcce2
Blastomycosis Reporting Specification Grouper,20260731,rsg,964,87,e9bd2a7c4a4dcce2
Botulism Additional Context Medication Codes,2.0.0,acg,1307,0,4340d1efc5847081
Botulism Additional Context Medication Codes,3.0.0,acg,1307,0,4340d1efc5847081
Botulism Additional Context Medication Codes,4.0.0,acg,1218,0,0fef8782c2134f05
Botulism Additional Context Medication Codes,5.0.0,acg,1218,0,0fef8782c2134f05
Botulism Additional Context Medication Codes,6.0.0,acg,1307,0,4340d1efc5847081
Botulism Additional Context Medication Codes,7.0.0,acg,1307,0,4340d1efc5847081
Botulism Reporting Specification Grouper,20241008,rsg,590,106,a5af28d6c3a1216d
Botulism Reporting Specification Grouper,20250328,rsg,620,106,a4936348df9da1a2
Botulism Reporting Specification Grouper,20250829,rsg,622,108,d9eaa626bceace92
Botulism Reporting Specification Grouper,20250829,rsg,622,108,d9eaa626bceace92
Botulism Reporting Specification Grouper,20250829,rsg,622,108,d9eaa626bceace92
Botulism Reporting Specification Grouper,20260327,rsg,624,108,9e0454ba961c50ed
Botulism Reporting Specification Grouper,20260731,rsg,615,110,afc10383ac9ac633
"Botulism, Infant Reporting Specification Grouper",20241008,rsg,672,107,5c75bf77f29cd7c6
"Botulism, Infant Reporting Specification Grouper",20250328,rsg,702,107,4987e468287794d1
"Botulism, Infant Reporting Specification Grouper",20250829,rsg,704,109,6f45321bffcd8c82
"Botulism, Infant Reporting Specification Grouper",20250829,rsg,704,109,6f45321bffcd8c82
"Botulism, Infant Reporting Specification Grouper",20250829,rsg,704,109,6f45321bffcd8c82
"Botulism, Infant Reporting Specification Grouper",20260327,rsg,706,109,ad56c10876d788d5
"Botulism, Infant Reporting Specification Grouper",20260731,rsg,708,111,30a7400e6c133b0c
Brucellosis Reporting Specification Grouper,20241008,rsg,1286,164,48854365d247a017
Brucellosis Reporting Specification Grouper,20250328,rsg,2251,170,8bceb0f14fce5a53
Brucellosis Reporting Specification Grouper,20250829,rsg,2262,170,af5f697579cb0c27
Brucellosis Reporting Specification Grouper,20250829,rsg,2262,170,af5f697579cb0c27
Brucellosis Reporting Specification Grouper,20250829,rsg,2262,170,af5f697579cb0c27
Brucellosis Reporting Specification Grouper,20260327,rsg,2267,170,a70eead369bd59d2
Brucellosis Reporting Specification Grouper,20260731,rsg,2268,170,fa5fa61006d0079f
Byssinosis Reporting Specification Grouper,20241008,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20250328,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20250829,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20250829,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20250829,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20260327,rsg,5,5,d5b3f860d1c36eeb
Byssinosis Reporting Specification Grouper,20260731,rsg,5,5,d5b3f860d1c36eeb
COVID-19 Additional Context Clinical Lab Result Codes,6.0.0,acg,170,0,856f1d47ab1d44b7
COVID-19 Additional Context Clinical Lab Result Codes,7.0.0,acg,170,0,856f1d47ab1d44b7
COVID-19 Additional Context Diagnosis Codes,2.0.0,acg,7,0,a0b66a0d6a845de7
COVID-19 Additional Context Diagnosis Codes,3.0.0,acg,7,0,a0b66a0d6a845de7
COVID-19 Additional Context Diagnosis Codes,4.0.0,acg,7,0,a0b66a0d6a845de7
COVID-19 Additional Context Diagnosis Codes,5.0.0,acg,7,0,a0b66a0d6a845de7
COVID-19 Additional Context Diagnosis Codes,6.0.0,acg,7654,5,d4270c3e08b99ae4
COVID-19 Additional Context Diagnosis Codes,7.0.0,acg,7691,5,7d23bd31f0ab29af
COVID-19 Additional Context Immunization Codes,2.0.0,acg,154,0,b58255286f6a901d
COVID-19 Additional Context Immunization Codes,3.0.0,acg,154,0,b58255286f6a901d
COVID-19 Additional Context Immunization Codes,4.0.0,acg,46,0,323c3d635147262f
COVID-19 Additional Context Immunization Codes,5.0.0,acg,46,0,323c3d635147262f
COVID-19 Additional Context Immunization Codes,6.0.0,acg,154,0,b58255286f6a901d
COVID-19 Additional Context Immunization Codes,7.0.0,acg,154,0,b58255286f6a901d
COVID-19 Additional Context Medication Codes,2.0.0,acg,614,0,ba5ab1ca2eeac8cb
COVID-19 Additional Context Medication Codes,3.0.0,acg,614,0,ba5ab1ca2eeac8cb
COVID-19 Additional Context Medication Codes,4.0.0,acg,527,0,1faf83fcfdfd3057
COVID-19 Additional Context Medication Codes,5.0.0,acg,527,0,1faf83fcfdfd3057
COVID-19 Additional Context Medication Codes,6.0.0,acg,4964,0,48f770ed309d0129
COVID-19 Additional Context Medication Codes,7.0.0,acg,4964,0,48f770ed309d0129
COVID-19 Additional Context Specimen Source Codes,2.0.0,acg,3,0,8d9741deca8ff2b8
COVID-19 Additional Context Specimen Source Codes,3.0.0,acg,3,0,8d9741deca8ff2b8
COVID-19 Additional Context Specimen Source Codes,4.0.0,acg,2,0,6934c0a03269854d
COVID-19 Additional Context Specimen Source Codes,5.0.0,acg,2,0,6934c0a03269854d
COVID-19 Additional Context Specimen Source Codes,6.0.0,acg,3,0,8d9741deca8ff2b8
COVID-19 Additional Context Specimen Source Codes,7.0.0,acg,3,0,8d9741deca8ff2b8
COVID-19 Additional Context Symptom Codes,2.0.0,acg,46,0,9ff4cc5176a4455f
COVID-19 Additional Context Symptom Codes,3.0.0,acg,46,0,9ff4cc5176a4455f
COVID-19 Additional Context Symptom Codes,4.0.0,acg,44,0,2a102c4308f582ad
COVID-19 Additional Context Symptom Codes,5.0.0,acg,44,0,2a102c4308f582ad
COVID-19 Additional Context Symptom Codes,6.0.0,acg,944,0,709c38952b05399f
